gam,EpsTot,Pc,Pamb,IspVac_AtEpsTot,IspAmb_Separated,IspAmb_Simple,Cf/Cfvac_AtEpsTot,Cf/Cfvac_AtEpsSep,Cf,CfiVac,CfiAmbSimple,CfVac,EpsSep
1.25,25.0,200.0,14.7,316.0,210.09446628061633,221.55667165047933,0.6648559059513175,0.7359305787100278,1.1966281482300833,1.6260068311437568,1.261913054725679,1.7998308167509964,4.953656822014666
1.25,20.45,250.0,14.7,321.3,225.05074841275365,234.2631204597804,0.7004380591744589,0.75598113986346,1.2490682952528125,1.6522479588292511,1.3001984600230723,1.783267312351606,5.987236374254742
